,Papallacta_SEMBASE-superficial,Mica_SEMBASE-superficial,Orientales_SEMBASE-superficial,Occidentales_SEMBASE-superficial,Bellavista_SEMBASE-superficial,Puengasi_SEMBASE-superficial,El Placer_SEMBASE-superficial,El Troje_SEMBASE-superficial,Paluguillo_SEMBASE-superficial,Norte_SEMBASE-superficial,Centro_SEMBASE-superficial,Sur_SEMBASE-superficial,Parroquias Norte_SEMBASE-superficial,Parroquias Sur_SEMBASE-superficial,Parroquiales Orientales_SEMBASE-superficial,Papallacta_BASE-superficial,Mica_BASE-superficial,Orientales_BASE-superficial,Occidentales_BASE-superficial,Bellavista_BASE-superficial,Puengasi_BASE-superficial,El Placer_BASE-superficial,El Troje_BASE-superficial,Paluguillo_BASE-superficial,Norte_BASE-superficial,Centro_BASE-superficial,Sur_BASE-superficial,Parroquias Norte_BASE-superficial,Parroquias Sur_BASE-superficial,Parroquiales Orientales_BASE-superficial
2058-12-31,8750886.03957858,2723690.323685147,4361380.741953074,3142615.164725104,7955791.332284667,4262035.249507357,2061752.6441922265,2317485.9779000618,1572534.2213122705,4701872.677380237,5540605.38935344,2315477.3401512946,740684.1730357024,2010196.7349902801,2473975.0922577805,8747588.918470118,2634913.3890082715,4270329.81620635,1956074.10642844,7658232.5697011165,4159222.9692848725,1422102.4228767892,2175315.377839858,1571941.72864908,4526015.448693361,4911126.887187046,2116779.6248826426,712981.452239174,1920930.0294457665,2438019.630265775
2059-01-31,8499758.622942267,2493244.206786112,4219671.019279033,3184307.5635510343,7760252.5244927965,4062018.9387624157,2065443.455947214,2177429.2350034253,1527406.6245427255,4586309.241975242,5365012.944613976,2212308.107310714,722479.5100302795,1923069.6307162058,2406875.04223036,8496685.578025643,2367061.2327542407,4129373.067130666,1998218.1132990562,7462989.7065780405,3943523.1163267787,1424582.044770067,2015737.1463703823,1526854.398371208,4410626.916587621,4720504.7607555855,2000867.0806149147,694804.3416824156,1825590.415015132,2370993.895009432
2059-02-28,8774531.168580644,2527983.4736792017,4714144.860188571,3361444.0675197733,8029556.955897933,4426424.179563159,2193054.4974665446,2283766.153938079,1576783.2509939417,4745468.1609356785,5797829.667142357,2316527.7829135694,747551.7525940976,2021161.1138724964,2486874.6070470777,8771495.297594463,2387261.0667160577,4633988.588269389,2181688.7397471447,7733898.6463248655,4308790.610033736,1555633.316692533,2116421.1335992836,1576237.7049777254,4570734.099977995,5156983.333684212,2102013.7954539433,720025.963972845,1921957.689055539,2451190.726974883
2059-03-31,7813581.197786167,2532158.846862964,4666911.49825195,3874088.461939611,7369066.206856869,4394863.833630097,2462417.1992817093,2313929.9139974723,1404100.5412421739,4355118.12825241,5996033.004961405,2327673.734162149,686060.0638583746,1961503.9681565703,2240546.4679203024,7810540.057051142,2363495.716743871,4579705.356765644,2575303.5252740146,7043824.718806825,4260137.227763396,1760200.728704225,2122634.1723137787,1403554.0482520903,4162900.4088148326,5285455.311759719,2086907.0120305894,655780.0813209153,1849374.7281850672,2201344.2277526874
2059-04-30,8616153.255682535,2598172.8641249985,5319510.414407863,4378953.158179599,8152553.914141743,4884542.044377343,2775616.931097109,2483498.2225354696,1548322.740046152,4818159.3632577695,6696755.893033837,2532781.8194513847,759002.7694065962,2145519.0548024382,2473843.8668942987,8613313.683701279,2463003.4671346787,5274805.543612129,2943919.975705472,7793620.00322949,4794362.119564853,2005144.698464065,2306977.176294842,1547812.4689611197,4606029.421908628,5968607.2366782855,2290007.4889117004,725586.0223006654,2039217.6335271595,2430670.7944735065
2059-05-31,12409002.002512379,3259413.2730031675,6434400.633035948,3796349.889793347,11117533.689473545,5958859.70108677,2565179.93986401,2962289.233544886,2229897.659851475,6570462.410478868,7479678.99640662,3014580.4086906835,1035042.3864899873,2713240.219242445,3488666.3117560837,12406889.497538103,3321642.660425839,6479631.640473147,2523917.3415370095,10799602.158403436,6017791.84728888,1894826.4274041366,2914536.289028127,2229518.042707597,6382564.87561643,6968896.848601062,2871273.1710503474,1005442.9609473598,2669702.094996751,3450495.3787331404
2059-06-30,15958267.007432438,3555153.437769022,6947768.152857099,3567434.741980739,13970690.65277607,6449757.215266411,2488831.1742562195,3180864.855816593,2867700.5812356095,8256678.175790658,7854075.698081365,3339025.5804966674,1300671.299773452,3125114.844967395,4447659.773401717,15956738.64258664,3649906.903133978,7034977.016121349,2276881.3968432625,13648735.04017234,6552445.904398313,1812886.4827270173,3155411.773605606,2867425.9340728195,8066402.40874185,7377686.259721511,3209079.274970543,1270697.2322400445,3092970.5258706985,4409112.376415051
2059-07-31,15587551.06000296,3658337.230894923,6441879.149436741,3283907.65798963,13596284.16710685,6137076.808670008,2309504.8248305675,3137986.6215469786,2801082.9254825315,8035403.942760148,7424003.226135876,3261613.11474,1265814.0559576475,3043186.9696309343,4338410.466160381,15586003.760546848,3736180.145346439,6498461.696903323,2013911.2794998565,13279421.436228078,6210797.28186988,1641809.114669482,3100353.095799459,2800804.8757702685,7848138.068810792,6928666.85250225,3125269.9194980385,1236314.1357128338,3004645.6483910056,4300465.306553489
2059-08-31,14846431.21963789,3525677.3768718373,5931029.6651460845,2980688.815496899,12913290.127632083,5718653.60129965,2109940.420957459,2968987.5399837736,2667903.690168929,7631754.465430562,6882450.051215851,3079104.879053577,1202227.310882547,2876184.1916673863,4127792.211912603,14844595.7155179,3510336.339622273,5935652.232490254,1765754.9476304848,12609874.131639302,5715269.10548062,1464374.3350172704,2878164.829962859,2667573.850078567,7452435.611798826,6336828.047418402,2912347.1946246796,1173979.281655619,2813377.412774365,4091395.544373256
2059-09-30,12146742.75602805,3296572.066122151,5622508.139581235,2979465.498796573,10699511.562118348,5401365.991278096,2080049.6953351388,2801081.871560071,2182769.673258241,6323411.333211943,6573862.145537035,2816369.813660151,996124.5264332182,2563072.9859206486,3393169.2162409043,12144305.90162659,3195164.2154345997,5561510.551118551,1741970.7369541256,10389996.136876741,5314310.8917561555,1414784.9292579694,2653382.603700958,2182331.7705222983,6140487.7168941535,5936932.0837362725,2609818.70652991,967308.6403432246,2472121.0792202544,3355942.322091162
2059-10-31,12612147.557378821,3425425.0716845626,6125729.01875134,3415433.050829902,11189434.895426124,5812749.32032308,2349468.4248891487,2976028.157662088,2266402.916060974,6612956.023196839,7167838.453895968,2999079.120769514,1041736.3887641722,2711840.3084186385,3532687.5226026154,12609298.268545188,3293583.3736186298,6045499.7161453925,2080136.4455221847,10855277.557092462,5698913.941920397,1629790.64104839,2802655.7180843675,2265890.8988575703,6415469.036241646,6461248.749512854,2766906.9575043907,1010626.3405653083,2606971.0934388167,3492458.687958195
2059-11-30,11871142.25746591,3291701.403868754,5936706.312915722,3766969.1615043012,10669241.373530118,5621235.568652062,2518520.458309593,2900851.7985820994,2133244.263666624,6305521.651756299,7138828.302242966,2938162.614214363,993306.371875654,2615027.3642753866,3341446.2503175894,11868478.022523243,3116042.98351962,5826640.710844424,2421210.2485198947,10332635.877424,5467326.29556734,1789589.7328329398,2699141.893922552,2132765.500647427,6106587.803557584,6388659.482905948,2686280.5221868516,961968.4001881744,2496344.6611172333,3300958.6428048187
2059-12-31,11202094.128551947,3035099.6474650195,6377496.019576872,4299819.93201731,10253102.229106043,5821416.635007146,2819879.1030302374,2870198.662971746,2013016.3149007848,6059583.4174016705,7570962.007812299,2930987.4648091653,954563.8175297725,2580493.8387118233,3175141.8082298017,11199063.978220616,2812875.4045000994,6265675.553020607,2792166.2358933743,9875965.865362585,5646081.266059852,2002984.7025497647,2632612.9054806903,2012471.7968862446,5836695.826429289,6727717.64559095,2641271.177121105,919452.4220652567,2443220.5251851217,3129771.1864259765
2060-01-31,11384759.33289037,3257154.491636268,6128510.882340041,4261856.305883989,10393435.469048988,5741769.410497561,2792436.9865217037,2946127.7803557757,2045841.2521203998,6142520.362207949,7476740.078510013,2985799.593162387,967628.8421684605,2613843.6918429714,3223723.421955317,11381440.764489263,3069190.296416976,6002820.884480451,2751344.2357366285,10015352.325385299,5571486.948382198,1974496.811977274,2724230.6126189018,2045244.9053787205,5919073.224302712,6637131.010151554,2706002.6279820194,932429.3014933713,2482400.513946117,3178189.8660448156
2060-02-29,10961419.756119853,3237167.186919146,6261633.624261597,4393576.563575012,10079071.834091058,5827156.131070268,2870245.102687151,2965101.9781238465,1969767.1301747374,5956731.453947814,7618422.296306729,2987251.03014029,938361.5877538774,2596334.227608461,3112424.3614642196,10957706.493512267,3016893.1927740653,6134073.163803414,2837976.0084123993,9689460.59212119,5641545.889294669,2026941.2307452871,2722831.623182359,1969099.8568841545,5726471.209943622,6743801.20193727,2690083.1346959844,902088.7811264825,2455211.3333162256,3065451.195337543
2060-03-31,10012322.321307829,2867273.2120245644,5527248.430498656,4368190.3332300875,9294598.369047966,5147963.953559949,2794194.689763097,2656139.5648569665,1799214.321139017,5493107.636107347,6947711.632856341,2724268.504348919,865327.1081583656,2346198.5518482463,2853424.301930586,10008395.652803257,2616951.427747784,5380502.839606158,2854057.019809453,8915116.76515604,4935773.700110416,1970462.1200478864,2397973.9638502393,1798508.6988087452,5268834.008207219,6065793.635578894,2420183.4881015336,829997.3708360273,2198119.3160029706,2807618.286009511
2060-04-30,10649778.006449202,3006977.777047596,5857562.210467338,4668821.374609177,9891955.099078082,5441892.568045307,2980932.384594919,2800952.742914013,1913765.1077589216,5846145.463555145,7367260.489543706,2883613.0828551766,920941.0197241693,2484563.4569076113,3035759.0164897284,10645977.798148744,2813850.432403618,5737518.858123226,3099546.8493211814,9498874.588758469,5273361.235711029,2131943.459791874,2573170.570628103,1913082.2103273293,5613834.881956255,6503119.4059393015,2594789.4040078563,884345.2242134133,2349707.369893891,2988358.1723784483
2060-05-31,12299814.369159896,2993882.870915998,5898742.23499261,4428538.155319553,11185109.532871109,5465309.613564365,2855469.5626884657,2783881.117869451,2210276.642138033,6610399.733926823,7282729.776198059,2943387.4834554475,1041333.6975103,2612429.3877581945,3477635.336623902,12296400.194916938,2889634.4413198535,5834950.988570136,2889972.466526917,10799976.677744335,5375049.403736958,2030010.5323264305,2613575.874441894,2209663.115026574,6382786.216546902,6508292.989718962,2695389.7139671026,1005477.8286979977,2505616.5950054475,3431246.8758551236
2060-06-30,13619542.385600574,3302743.85615531,6099772.123234146,4434104.89374496,12268537.868049534,5741228.466708251,2883878.325709996,2977520.7466831827,2447431.7666924233,7250705.880017273,7553113.244916404,3145779.5121161644,1142200.8755154116,2815603.8851370327,3836898.6002061176,13616888.683271527,3336773.37383929,6093618.470971772,2830932.9991245465,11867973.881696777,5751632.70730089,2033398.3287391674,2884330.9722987222,2446954.8963838937,7013972.564082793,6847579.956007885,2943111.4494658373,1104908.3683859697,2743357.7816712894,3788808.1673499765
2060-07-31,14720258.610944152,3475956.3296736013,6892701.6836495735,4312892.902634333,13140893.921417741,6376520.80841193,2877988.8788462277,3181983.2889935677,2645230.4723866642,7766268.307557885,8115733.342905473,3336174.0039522615,1223417.2240839917,3034263.7084673494,4132822.7372746915,14718114.201788273,3567567.138437287,6948885.335749519,2687605.8233058318,12735251.881137703,6455927.844219601,2022124.4418327815,3127119.2204889874,2644845.1220613522,7526533.861752382,7467321.529386244,3157166.4219453675,1185651.9501339202,2981213.863035877,4084217.453774289
2060-08-31,12061996.331398068,3057658.034591968,5187958.3670184845,4177295.201553976,10927688.649699438,4990787.344294177,2678390.862588656,2691048.3842725526,2167540.7407522327,6458263.991972368,6709956.933398184,2841982.4874911187,1017367.8132870178,2510072.2928790334,3405501.5182382083,12059552.62047166,3032320.8010118213,5167415.770119166,2530130.152431772,10516364.53640401,4965290.308827816,1801230.2131348338,2561412.5393573707,2167101.6058987575,6215171.44101477,5949924.356046598,2611443.621824162,979073.5383392134,2420730.2980379835,3356168.37383026
2060-09-30,11644808.472180823,3150147.491423634,5720537.065942805,4105691.9378340608,10567842.912892822,5407148.3746207375,2678688.81187604,2816511.026741967,2092572.0824508937,6245595.161519657,7082184.304267977,2898562.9533350794,983866.1751903216,2555572.7556536496,3289868.8148604906,11642030.443706634,3118339.203041937,5696150.378135718,2452131.6762281815,10154655.482337775,5376130.286671565,1797622.3098655909,2682443.2821601597,2092072.8707340823,6001401.3900616225,6313936.349554405,2664507.5867746766,945398.4254056467,2463988.628782173,3240255.7453422695
2060-10-31,10008090.375667615,2870064.8099793117,4941660.771594066,3948749.4117658897,9186897.5278337,4735456.430257239,2533478.361622649,2538904.090115128,1798453.8405074703,5429456.438949715,6360045.337735654,2605938.707736243,855300.1598413173,2256320.965849304,2839879.7128805364,10005049.341635538,2751484.673525534,4864556.892501364,2355809.4471831545,8788558.602831993,4629578.050525533,1677701.1308199356,2355284.233360168,1797907.3666919065,5194038.134273706,5546172.830793668,2344339.846682128,818214.8059236584,2142087.190846194,2791986.20609125
2060-11-30,10437068.053627811,3177119.1953861,5886283.606252692,3925665.6013677325,9532879.999109324,5535940.539017402,2594931.9150278103,2843767.0333077624,1875541.1292369177,5633932.079473611,7126849.55213902,2834522.562914124,887511.1279170781,2471599.0173056386,2955922.7471736115,10434238.601216506,3107401.0725931264,5828554.806715168,2386578.748017086,9148097.04801966,5464932.335913386,1770974.8185193453,2692512.6067890185,1875032.6766386062,5406525.355379618,6370874.88387053,2599047.61137339,851687.8351706302,2373230.414489377,2909677.9908992713
2060-12-31,9794244.115611468,2962331.7325419895,5567741.169212768,4519929.7052537855,9153503.282145409,5217779.942105773,2881227.344934049,2722761.465195673,1760025.6675753805,5409720.439747936,7083236.183694365,2769487.550468018,852191.1555677374,2361470.49066107,2798568.481430087,9791373.806296984,2797538.094612527,5482896.387687051,2887140.858484497,8745401.887116292,5086399.061915432,2001930.052734737,2510916.7026351136,1759509.872991568,5168532.515285729,6226811.131238792,2485820.143166729,814196.915690527,2234064.197946444,2749544.0279640346
2061-01-31,6190055.609440566,3322489.065863349,7707336.113907058,3273800.823563025,5888766.098835732,6885531.974527099,2372924.276339402,3154950.960894462,1112352.9930164698,3480260.764411917,8145977.120305777,2757821.100143855,548244.1238016066,2333622.477699054,1781047.6924656723,6185798.161795662,3163317.957321241,7624331.921807383,2024713.8742674245,5574877.310611717,6757888.837255674,1697756.163629491,2972705.375119114,1111587.9296746803,3294752.4905715254,7464461.942734808,2527333.954280571,519021.07761795085,2226452.9093241487,1742982.9034966205
2061-02-28,5551194.281612286,3142062.1218389906,6547196.967626291,3230342.545709934,5354164.314102832,5987678.587445177,2267199.420007998,2879015.5310838493,997549.6124057279,3164311.1096347724,7254973.162540244,2529096.6220421833,498472.69764297357,2100212.8334727823,1605929.0953214723,5547233.09642489,3009540.1643888718,6463745.9134337865,2033676.4035679195,5053545.002045395,5871272.1491035465,1620911.582900112,2714314.7850728715,996837.7874275527,2986645.0962088285,6607770.723436653,2314750.0785661684,470485.03969042626,2001537.9729907478,1569493.7787865507
2061-03-31,6287707.480328431,3257647.582392365,7763256.693998227,3540296.041877117,6035054.929527745,6896931.081276837,2515494.5810047556,3147749.3394275918,1129901.034215019,3566717.4633508967,8275991.423347222,2782438.7185657457,561863.613939033,2347061.7938567055,1815492.8660675827,6284442.263401571,3239798.4228763594,7775121.344490625,2326069.7268998167,5730642.538897552,6897575.846199528,1870674.4361057251,3056768.1273657186,1129314.2747332626,3386809.740488454,7734596.12454152,2615612.231328915,533522.8203713621,2284470.726971877,1778728.0786332302
2061-04-30,4624905.751679041,2768550.6440431047,5897748.708594314,3190502.5329611255,4584800.105242486,5366926.166814568,2188848.442140413,2580195.879421521,831095.5635767238,2709616.862198309,6634538.953051153,2273374.1964788544,426844.88979807537,1860544.7945660404,1352708.2916408342,4621847.163290924,2690848.4359246986,5871594.192820593,2084785.8928813958,4307521.783563255,5314764.094201107,1596786.4325232285,2459362.60704812,830545.9352433791,2545745.3740858836,6090309.23829504,2096277.595942951,401030.27804973914,1785448.107123667,1319205.8253416629
