,Papallacta_SEMBAU-superficial,Mica_SEMBAU-superficial,Orientales_SEMBAU-superficial,Occidentales_SEMBAU-superficial,Bellavista_SEMBAU-superficial,Puengasi_SEMBAU-superficial,El Placer_SEMBAU-superficial,El Troje_SEMBAU-superficial,Paluguillo_SEMBAU-superficial,Norte_SEMBAU-superficial,Centro_SEMBAU-superficial,Sur_SEMBAU-superficial,Parroquias Norte_SEMBAU-superficial,Parroquias Sur_SEMBAU-superficial,Parroquiales Orientales_SEMBAU-superficial,Papallacta_BASE-superficial,Mica_BASE-superficial,Orientales_BASE-superficial,Occidentales_BASE-superficial,Bellavista_BASE-superficial,Puengasi_BASE-superficial,El Placer_BASE-superficial,El Troje_BASE-superficial,Paluguillo_BASE-superficial,Norte_BASE-superficial,Centro_BASE-superficial,Sur_BASE-superficial,Parroquias Norte_BASE-superficial,Parroquias Sur_BASE-superficial,Parroquiales Orientales_BASE-superficial
2023-01-31,5271480.549603177,3292261.239084826,7128074.07347344,2284295.8663925733,4889734.425418199,6463179.580052257,1808534.025104171,2982161.455810144,947285.0547636907,2889833.045422156,7294277.48491874,2501937.1848698882,455234.27500643424,2132764.944326331,1501866.3108961023,5170763.636519825,3126009.025554973,6824552.199515391,2279011.485917111,4805843.459833008,6176671.041535704,1779331.8550638326,2847792.397344923,929186.2254826127,2840253.4847613066,7013766.332689149,2405559.38371573,447424.0261104529,2050991.0227249323,1474305.0426755992
2023-02-28,5823258.727070074,3326698.0422596326,7043869.647373611,2256884.633794024,5335325.661822569,6418617.507189007,1789883.5475819022,2985459.795833614,1046439.5932544922,3153177.4661371373,7238790.002665247,2531792.573720873,496718.819115681,2175156.418987899,1651195.5739560933,5964682.222974568,3224479.3859221498,6978172.6843208885,2247026.4739757725,5448829.033399826,6327890.81526996,1776278.608184869,2920951.4869232588,1071853.3954685298,3220257.958739298,7146299.824541565,2496020.960297988,507285.9830095238,2155879.0243803407,1689385.71644801
2023-03-31,9586034.972324248,3647021.7445962676,7152952.15652873,2074287.419221398,8375050.497485168,6634544.62487003,1712841.510481162,3158085.735036387,1722610.4845266677,4949654.844013735,7366945.4574183,2839155.770992973,779717.2013158692,2564625.8997746436,2669654.1119655496,10198350.055662138,3892736.2151860325,7236743.96404278,2073853.8103291546,8876979.882504184,6800260.759879367,1727910.8385575544,3300114.657194996,1832643.5050024868,5246295.110559972,7527662.022683851,2966945.643484088,826446.8270611395,2680460.546955638,2836252.601840664
2023-04-30,10045395.777911302,3764241.359117531,6456521.754189088,2562743.425389752,8873061.739518827,6193331.248512041,1931693.0257474007,3146374.6692162994,1805157.621290661,5243979.488055627,7156710.125561347,2895088.6779168756,826082.0479492029,2570479.8773328015,2809078.701436924,10292313.388048196,3955637.2839976773,6534900.5502133155,2552017.5122171263,9072844.098646672,6331676.0013387,1938766.0915906886,3258304.92147304,1849528.715832261,5362050.862300184,7286252.239577968,2981852.792636506,844681.785584005,2642552.5044385446,2875948.2165032974
2023-05-31,12875218.448445946,4106231.7610744527,5930804.664836099,2215336.7687628446,11106902.792918399,5970164.964132479,1726727.5547233787,3221628.812039296,2313676.7551857363,6564179.550614771,6785059.888700957,3067542.1913498114,1034052.6500207027,2803452.773594609,3568810.445091978,13345949.069318492,4394378.226310968,6094501.422375086,2195007.967400044,11487803.121833142,6210728.216013802,1738125.890815614,3396867.087089266,2398267.0477565327,6789291.645003387,7009559.399417253,3208049.720774479,1069514.4706426654,2925439.391269353,3696295.8814909835
2023-06-30,11089894.10918804,4158849.389371342,6418073.8747044755,2181764.7856656807,9634772.729361195,6337230.402771187,1742679.940036625,3321784.5894738203,1992853.9714210907,5694150.683052467,7126404.131436563,3034388.2422389947,896997.3411035272,2722360.9902019165,3082030.6815509205,11045832.675521271,4103205.6019382137,6688658.765096449,2170904.3293290823,9595947.936498167,6504277.045980858,1752268.6536756672,3333315.7533663264,1984936.1317911725,5671205.230470417,7283702.9162936965,3040494.481549273,893382.7528879794,2737856.5811556266,3069720.648911115
2023-07-31,12054997.36489751,4330775.796436765,5726612.42467678,1894100.4643450854,10354576.304869222,5923242.985789482,1551850.6736547798,3286281.622854844,2166283.0264720824,6119554.596177709,6596155.774711166,3034472.8418387254,964011.0539833246,2745029.5244761202,3336136.339471873,12245558.053909741,4248637.489643845,6076597.548623359,1912034.0595296395,10515273.51219371,6134900.519863009,1580830.493011428,3298048.0556581058,2200526.7822875804,6214526.645706484,6809608.153821718,3056907.9014520436,978971.9639852343,2785040.3749456825,3388517.8949486744
2023-08-31,9180427.615085322,4144711.869213865,5067297.263282378,1649616.42506928,7936962.283238171,5376778.111813212,1371688.5514231252,3070448.2791487556,1649722.8424308323,4690744.709393758,5956517.79256506,2706588.025967454,738931.1885694737,2373313.0591089535,2546740.501467059,8949864.737603387,3659582.856419427,5556707.3506577,1696063.7810246951,7759465.9479456525,5512242.911497487,1408714.724437385,2893682.8259876883,1608290.6933473286,4585844.375235881,6108662.543021477,2585472.3503916734,722406.2797537403,2306246.5019669505,2485376.567936338
2023-09-30,8736455.01307765,4254573.076304616,5639999.545957071,1620356.4803029215,7565678.050577642,5829017.107796721,1397779.6775359062,3214112.944022189,1569940.9658500538,4471315.727891386,6382477.70307452,2777636.9579800116,704364.6265087785,2427298.510828943,2425070.756730179,8783227.975187486,3826618.9835367594,6166265.600956226,1667511.1563997897,7615745.139221569,6015305.976438761,1439869.860465907,3073116.047735075,1578346.067141191,4500905.377279947,6584284.977071982,2695744.545240538,709025.8724615279,2400541.5120075024,2439190.97049454
2023-10-31,7725818.982976506,4053510.1874729935,5807923.283650848,1729763.7027581222,6764245.26427783,5860494.4661688665,1458738.2744898107,3141686.646993188,1388329.6712408783,3997668.951188198,6461835.275783952,2684741.725434687,629751.234104266,2323416.8097311156,2153308.7034673956,7820446.252086363,3634900.8538420107,6176864.340725417,1743538.7179029512,6845253.253484492,5939684.176863019,1473249.1194644743,2979160.655171413,1405334.1914999196,4045544.6728093354,6544779.728519312,2587315.5633586096,637293.0778994062,2282421.507146516,2179463.845719778
2023-11-30,7335000.107115961,3775698.7256468344,6899363.8768859785,2082004.7835733995,6531344.776542366,6511165.976587845,1705616.911451859,3187348.4736785963,1318099.519248738,3860024.7629365376,7250646.697558871,2731874.6684322646,608068.1986960942,2375719.903328881,2057374.196784886,7451408.101819005,3361900.7930105557,6987512.306747591,2061635.684330645,6621725.970237567,6394061.4384872485,1683935.2336863223,2981904.9475642205,1339018.035896875,3913440.048410401,7127802.0530578615,2602478.264224944,616482.6878291175,2302605.9024387547,2088447.0433422406
2023-12-31,7168201.431580795,3506564.73972916,6287432.557080833,1934115.6835266228,6357836.101109459,5962166.916250198,1576505.2017943829,2941746.3851197795,1288125.797255069,3757481.13575569,6651652.545086106,2544074.293584956,591914.5410132906,2221859.680176144,2007618.5496146653,7410954.907522256,3203066.349422526,5934840.493567035,1909659.1799804429,6550792.234902638,5581494.071179774,1528427.5831813137,2726363.8879535603,1331748.5968817496,3871518.2108274586,6271150.186855905,2411648.826314503,609878.7570694356,2131375.3346979385,2072949.3083199197
2024-01-31,6117189.446349492,3199417.3601212404,5112182.995853644,1735381.6106316443,5446725.957303911,4998704.712183157,1382249.7042778148,2586194.4544656766,1099258.9435090038,3219015.040766612,5627623.666309935,2226395.653313155,507090.18662499427,1916352.6880133173,1715765.6317311344,6169886.724819206,2750677.405388936,4935624.063582106,1733209.9973729604,5489392.810026446,4679437.056156862,1351625.5576937126,2322996.0003328784,1108728.6444500112,3244231.15072563,5316650.347212105,2055271.8160389026,511062.47061346215,1799602.780165428,1730040.4289242204
2024-02-29,6295253.808860548,3156361.332934609,4984998.738215097,1558768.6963013813,5548832.618915657,4890184.24637612,1278457.062040323,2531899.50460894,1131257.1094522404,3279360.0777791524,5443433.766357316,2184212.45271165,516596.31682104757,1897825.2125746782,1758998.7316438137,6486293.28432876,2748001.8998887474,5016913.613026422,1577888.949178339,5710217.267691968,4735708.291204939,1274311.0819408721,2323396.609369611,1165586.903193878,3374738.405205952,5301940.251733795,2060040.5068746137,531621.2276221222,1827421.584019003,1811545.6269620666
2024-03-31,7959686.2373674,2909478.818474563,4293252.980409794,1484369.775293333,6895012.635177924,4294442.298468242,1184080.3320057557,2290794.4988094806,1430355.6168549217,4074952.4673901526,4831874.268502366,2107211.4204802006,641925.6763350647,1895915.2402252774,2209693.5552205825,8408016.81496558,2719299.0008166954,4477586.084977259,1505291.617696088,7267797.953587757,4342230.68589047,1199547.3636146635,2220530.412809149,1510920.6216493149,4295268.590570365,4887568.4538926715,2089272.4319817822,676631.9894790201,1913828.530709097,2332302.744738224
2024-04-30,7959960.894198854,3023105.4205714446,4896843.526036903,1751695.9853446924,6961668.389511797,4770136.150962794,1369847.09437388,2461555.8255763105,1430404.972687534,4114346.0182014713,5412996.120091406,2247136.6794718998,648131.3270635483,2006079.8497018192,2217666.88347343,8340205.697175344,3053653.968180892,5221188.730955312,1745523.5924577073,7271897.263839805,5012528.833626345,1388876.3715904374,2526981.197472998,1498734.9637824097,4297691.282929325,5645543.850283539,2313007.125051459,677013.635263486,2082826.2624065697,2320949.3489779206
2024-05-31,8318493.467991031,3089899.7158191544,5727160.862932369,2139937.931268982,7352107.370326188,5385710.676469321,1632691.4699919084,2650802.198916009,1494833.2761979885,4345095.455862777,6183871.098885891,2431428.792956443,684481.196177368,2168563.3620277424,2326695.060813369,8654318.697459208,3220757.586496256,5944901.483037924,2106284.1711549656,7619087.516578814,5596271.311512421,1634218.4989163673,2750718.4391843993,1555181.0699334198,4502880.722298078,6373269.438044402,2514249.751478372,709337.0477934874,2249968.595207642,2417078.951375525
2024-06-30,8893476.1463552,3137955.3156623235,5103732.174071203,1762707.2771815285,7729793.850776239,4966090.410320923,1393748.4343837972,2554457.78363755,1598157.66350003,4568308.165808757,5608150.731680294,2362492.3437298248,719643.8075072678,2134711.076628542,2472002.2904802742,9217250.960943958,3227478.4504907047,5271187.902416421,1750562.5793160356,7992238.863837986,5123206.161344923,1401772.8853964913,2626399.1614879454,1656339.9976816294,4723413.1685282495,5755262.494721305,2427831.4409386837,744077.4382233167,2200981.0738447825,2559742.776657576
2024-07-31,8388745.835655797,3128494.4893840454,4382075.396988713,1525955.1101952526,7257132.555537708,4452138.629120511,1220722.288853265,2422444.0920263124,1507457.6266673466,4288965.340322785,5003557.735037432,2221734.6598832947,675639.0409205607,1993164.2475096306,2327669.636686094,8594031.424857233,3143957.2544291764,4680395.167743181,1546465.3771509957,7430543.011462466,4669604.6558056045,1251626.1336108106,2477775.5540377125,1544347.4470468445,4391450.919774318,5223816.5647966135,2273410.7167718667,691783.5543671557,2050166.6415684407,2384133.978358306
2024-08-31,7272762.851898379,2983600.2562429043,3932794.938071147,1320581.212030326,6291102.693461018,4071910.334828565,1076634.7229592712,2263184.9669929235,1306915.484486139,3718041.691835461,4542756.177783107,2033817.1190165132,585701.6607612207,1804267.1376460285,2017941.8865276964,7276011.956680018,2733520.848584051,4353836.143144163,1367051.0669262942,6305314.39341313,4260966.522992537,1118654.356977146,2199515.5184559594,1307499.348615399,3726440.8065071595,4746976.478680824,1999387.6937303285,587024.7700267624,1801025.7123966408,2020198.998426405
2024-09-30,5759222.184778441,2863511.898764587,3925268.488136572,1529674.1625446903,5102110.2986921985,4014534.594982937,1182379.2265968223,2213251.884266204,1034932.2266046858,3015347.186527089,4580374.947112385,1935196.6785131376,475006.46880824375,1660549.480707928,1612284.5591062757,5739158.588430997,2602007.807022959,4358728.332466797,1572041.0690972141,5096188.332325233,4207411.951232246,1222568.866469493,2145199.725413304,1031326.7983410502,3011847.3044042117,4786470.9694984965,1896323.4288398926,474455.1337394791,1654086.3409683977,1608077.0426614687
2024-10-31,5353683.007281565,2785542.953281249,4606320.9041049015,1549029.6357136045,4774418.562144985,4461898.588997535,1233800.7707208924,2278127.0795889082,962056.8364084973,2821681.3702276866,5023269.747201307,1961789.6220460783,444498.3681356982,1691103.4629466713,1502508.994977176,5476366.856371346,2530005.804870458,4908287.897871994,1559938.596162201,4877717.926685173,4564462.916257908,1248975.3345587298,2190867.026080581,984103.1240899308,2882731.294670937,5127654.9380814275,1914543.6812204942,454115.5389743896,1680729.7834748232,1536213.6671610528
2024-11-30,5027829.130487803,2642465.505353152,5076038.526062918,1824603.063920983,4575730.965471314,4731730.015234044,1404952.0582071852,2293930.5069567165,903500.8947486583,2704257.0005935463,5408189.800533233,1981706.3808382615,426000.55288537923,1701309.0821135428,1421986.2312218104,5131917.16833744,2326227.0012517236,4970608.133957456,1809406.7439016246,4657296.4621794205,4520154.051683566,1377347.153143582,2110424.7491266676,922205.5151502378,2752462.209148037,5195965.911991278,1865066.8368346032,433594.30062890396,1626202.8269215066,1449859.648424619
2024-12-31,5011944.193704911,2550183.5847464674,5452393.296882124,1960797.0219632762,4596551.104376529,4957620.448234813,1498047.2244103672,2312535.6553399763,900646.3716087723,2716561.702686529,5688246.800569896,2007751.5355736322,427938.90781745495,1730775.4399007391,1421688.0056026138,5165841.74961465,2266349.8735111603,5170811.125406739,1932678.5443031637,4715744.268768388,4635640.73026695,1453428.9279586456,2118141.28723573,928301.7624057527,2787004.862842117,5363088.442369734,1884332.3852625058,439035.7914223368,1645509.137995322,1462732.816086231
2025-01-31,4389248.94083459,2494299.6387605695,5346192.3502630545,1734564.976672125,4029784.603293303,4858363.7888635555,1368751.377391963,2251307.8897230616,788748.0346679756,2381602.7005463415,5490897.741668645,1912219.1733652293,375172.94656660646,1642600.0323298762,1245567.854618446,4468389.34400005,2116412.81386083,5044911.790368499,1728243.317454618,4093100.8875331134,4481695.134704015,1330657.4461099193,2005934.1332587213,802969.5651168089,2419022.62453207,5122364.016799954,1752988.5895611823,381067.69262933277,1528851.3791715566,1266915.2219516905
2025-02-28,6010432.413228875,2620920.720212946,6084029.536635895,2134049.5280682324,5458264.843331309,5434535.999845572,1633954.5451189103,2458587.851139865,1080074.7046572287,3225834.522408804,6228553.257434478,2178953.0183059885,508164.45691414486,1913391.0596335311,1698496.2803875222,6313588.610920552,2434671.4658939433,5848161.086185644,2116375.3213924235,5702430.569459778,5187155.887855182,1601767.7295759302,2323237.9680761914,1134551.8733824233,3370136.466550729,5980490.84691839,2103812.524393189,530896.2860167053,1868287.448899339,1780463.0500744686
2025-03-31,6377443.913091124,2603884.081313085,6739216.487435263,2587655.8315503597,5871898.738483677,5890040.197622236,1916768.8354803429,2581363.936403243,1146026.671182475,3470292.1544438526,6873206.118776933,2324628.062988829,546673.7725528303,2040313.655706261,1811762.87639372,6652621.213991414,2426132.9560392015,6531457.283520238,2542482.3811255638,6086291.005061262,5666203.207250041,1872145.0475817744,2452907.9408890945,1195476.032154257,3596997.983991206,6635723.857849669,2250228.8127455707,566633.6925712036,1996753.5640945449,1885304.0609460762
2025-04-30,9531601.874382656,3147673.6684814617,6991428.56902741,2409740.8942704443,8413780.989032544,6303960.819304578,1860477.960039921,2893780.2996696397,1712828.8568265636,4972544.564518234,7195690.321380263,2691222.345943509,783323.0100789298,2446044.4286722904,2664754.3597743413,10093341.16448294,3403343.805877403,6786676.074113139,2359148.3099825187,8861778.775790218,6270136.186208786,1830551.6988647538,2993306.4394025044,1813773.4072575842,5237311.25649202,7140318.371654755,2781817.5652325926,825031.6040260695,2523160.3038932076,2816109.1162736523
2025-05-31,8604929.637204599,2976032.8286037315,5564756.142234411,2025238.642660184,7558453.612245105,5221610.445688329,1556652.3087890702,2558122.023863579,1546305.8558056662,4467046.084836857,5973353.037715167,2375313.007544794,703692.0313000194,2142153.847212678,2401245.534582309,8690523.64810086,2947555.586811097,5491276.620269172,1996385.2254695257,7621462.067607073,5157352.279102781,1535410.1525954863,2529887.3537463495,1561687.0995637248,4504284.08195578,5898090.75940693,2358488.189190362,709558.1184942186,2132804.9881752264,2423683.194484553
2025-06-30,10091288.23417423,3182897.2393019134,5355043.004175817,1878223.6201972328,8740585.792818462,5163123.835687594,1473236.5392541855,2624600.432273484,1813404.495681109,5165686.203555711,5850990.146046439,2487173.769044548,813748.5373113988,2280225.226557625,2801340.799219449,10343110.531389404,3335111.1539114136,5697986.803757835,1878163.4061249632,8947039.931108225,5471398.362075508,1501599.6845090752,2757272.2451042337,1858656.962490676,5287700.599284962,6150241.831508136,2590664.4355319524,832969.4175861758,2375896.614938868,2869860.018260958
2025-07-31,9056714.61605732,3051818.827766734,4816493.030551556,1663369.8722641997,7838947.72696305,4725815.7879215535,1318865.7211388133,2458251.530053963,1627491.6165055002,4632818.106635162,5330550.463546288,2297658.2799440417,729806.0333802598,2090141.7898675692,2513484.488494301,9060438.655662702,3008569.6580475657,5352663.510093077,1704437.9642810617,7852206.487901695,5085871.716644378,1373793.7742734293,2520634.663146807,1628160.8264225875,4640654.034349902,5698391.458926904,2346268.867914951,731040.4240236477,2146470.029861422,2515711.22644634
2025-08-31,7814928.109105006,2857624.2488900395,4305291.868947119,1505795.2836342603,6781649.6846383065,4280468.817304973,1194162.5790002088,2266849.2679354395,1404342.5812061692,4007954.9636212387,4827864.489029937,2085426.9768249018,631371.5856398263,1874750.8018566917,2170937.8336615297,7750362.261674321,2608050.7815773063,4959542.122448907,1569069.4420641302,6744435.774699712,4634506.523323917,1260285.8549806885,2240397.8874190613,1392740.0984228754,3985961.5428475295,5199738.389048855,2074794.7475777536,627906.9706245431,1894470.4294413936,2155238.967249304
2025-09-30,7514790.8923553685,2802446.2234986434,3889099.710434702,1499155.3882897478,6533917.166632169,3962509.3833087794,1161371.0014612365,2173495.0050428193,1350407.9233562595,3861545.0454796115,4516238.209776232,2003908.5596671032,608307.6882134548,1787664.896335787,2089074.1302378427,7621618.54561774,2565363.218995021,4584358.966392945,1558782.0354952798,6636322.381372563,4350934.565190956,1228723.5369487847,2159655.4077274245,1369604.8526475078,3922066.5273911837,4919867.073347054,2011062.8014527322,617841.6137057855,1829164.0541365144,2119903.766462781
2025-10-31,6553894.417600423,2886619.2016456104,4101522.4190044296,1592399.990009465,5769249.430507938,4149075.0129400007,1228076.0219153038,2256765.9468560927,1177734.826842796,3409626.413430191,4738981.51298041,2014775.887004126,537117.121980289,1756038.6727272845,1830368.688530539,6737413.885744491,2721517.663997948,4645364.51734693,1634710.4114576194,5930231.182169126,4461727.938848717,1279276.2514790096,2256342.046410014,1210713.275268285,3504766.628661954,5061339.429935551,2032375.71372286,552104.5230599457,1801168.228045123,1881554.5771381021
2025-11-30,6400898.332945958,2914979.9649580796,5372103.794301421,1620361.7358952642,5650756.434552364,5059035.145483281,1326651.5611583863,2468633.2492562314,1150241.4304303885,3339597.052820447,5634792.636128387,2156836.212669154,526085.424056825,1901786.2232212543,1789564.5380174848,6649509.422136366,2687986.4674006016,5729553.010700912,1641690.0558204595,5859892.75408099,5213171.335678354,1352110.7916845693,2405613.778536692,1194916.843157905,3463196.617661865,5793896.391705923,2133816.0740221078,545556.0154049402,1915387.7087128935,1857841.944956766
2025-12-31,7561246.650693545,3313564.976547714,7357132.849416043,1916010.2429857766,6675594.674285602,6634244.775445868,1628680.630821352,3003222.2607472735,1358756.02312963,3945276.4525027904,7295940.352588685,2612401.6190096578,621497.8641759895,2337701.1018335237,2114031.43444762,8018368.484218134,3311787.6134085692,7483855.356320082,1915456.7690481734,7050251.327318919,6723003.739652754,1636552.371499974,3021701.6043589674,1440900.8166139987,4166698.534445481,7381853.809251498,2650834.782153629,656378.3985733914,2390473.288981901,2238398.206322042
2026-01-31,7181295.804014065,3431109.200633253,6779277.403908108,1917069.9430858213,6364336.310567958,6276945.324335593,1596396.3569723002,2976399.0042828554,1290478.8559813274,3761322.759545663,6949594.090796638,2569577.6988571626,592519.710513877,2263666.0378748607,2010677.8916835869,7449141.438620393,3270789.57415537,6520252.999791292,1907026.7263531922,6581447.207023628,6024446.024748901,1567797.0012762446,2851652.729659321,1338610.7165200845,3889635.2993509644,6699973.45808335,2499930.2104520886,612732.7349738999,2219025.2882832475,2083262.1061576756
2026-02-28,6161375.918661745,3346727.8351064855,7698262.1893778825,2101409.7769354978,5573912.445279236,6889628.753314136,1750649.5610277753,3085759.5934439637,1107199.2525835156,3294182.2551600276,7626615.284254693,2607405.9771185606,518931.2486554968,2277870.3222541516,1738603.7034791035,6291494.505651701,3130368.4190432397,7352612.411441531,2068403.8161283203,5672394.693491716,6551635.378338686,1701976.8470930846,2916673.0620572264,1130581.5626656106,3352385.2638536054,7283742.58698952,2498364.454405644,528099.9459640788,2197823.1143518663,1773033.8334983392
2026-03-31,7107269.8865758125,3623087.960894425,7938520.959851943,2552548.7174591757,6461558.936292113,7179173.689183131,2016948.3134648108,3298942.714065007,1277176.3986176737,3818781.331348639,8109118.831383383,2841375.6707376186,601571.1369687957,2469174.413089681,2009311.6640619258,7360959.3477084115,3587525.1020442666,7386343.903379939,2497726.092091643,6655935.503070898,6773644.099474116,1950514.4378215426,3191718.2703503924,1322764.3947832014,3933657.882314902,7690981.023459182,2776362.750111258,619667.5953359006,2414176.907085962,2076720.8937259666
2026-04-30,8070362.098046896,3522440.6154547837,7802906.083546908,3036506.1693298067,7371461.667267106,7039731.154825539,2261127.190641346,3258453.333263533,1450244.069019027,4356533.845354861,8189773.217455188,2910136.8755466877,686283.0812225676,2534827.7164093805,2285668.954103848,8382086.053734287,3553517.037258676,7305218.918235908,2962385.574481577,7608625.170715414,6701586.801385306,2190658.2414865727,3193306.251106708,1506260.8638560511,4496697.475892809,7828445.900327097,2874638.7611014256,708363.0033936049,2505055.2382119657,2368299.214206988
2026-05-31,8200465.922167623,3611574.433967848,7305307.206368953,2941745.321711219,7454585.722030472,6726817.058424727,2182030.043576921,3222428.3971594907,1473623.726213522,4405660.161720009,7843734.611623054,2881804.931961634,694021.930721037,2501839.804912649,2318270.417111103,8399545.881290551,3576175.2847798984,7036953.521106401,2883113.548125516,7603241.384779314,6521879.648613759,2132028.2132010516,3158595.230983326,1509398.394867912,4493515.658404574,7618616.991267015,2843920.477813217,707861.772922954,2475822.7928846427,2370707.820943411
2026-06-30,10685296.97416108,3934171.0962020145,7442403.2757059885,2668021.7994419103,9423878.406275982,6963521.084489854,2058502.8515621887,3394289.162825548,1920147.866256746,5569512.138109107,7951381.383621256,3109688.55614558,877363.0796242941,2783992.7986290483,2986306.8241478945,11138096.202401575,4149599.1084192786,7515492.971209691,2645686.6581836278,9789578.21090768,7108546.997659404,2060030.1515375678,3517246.0557047594,2001515.887571563,5785640.722646439,8082231.230076237,3214083.053420978,911409.7314355052,2877410.431839387,3108853.8372302116
2026-07-31,9593872.944108816,3875458.9114703136,5800057.647814276,2224056.815043298,8418694.545413079,5777752.166303167,1713606.2239273833,3080817.8477840573,1724018.9680563542,4975448.476339129,6602129.816586214,2792354.2025579317,783780.4621779576,2463012.015918316,2676212.012709975,9661771.231323915,3789830.6167915906,6091151.913187259,2253353.6165279574,8481644.606269674,5946290.3990459535,1744653.1878285129,3082490.150438734,1736220.2902689076,5012651.962305376,6778796.846877519,2801917.784128415,789641.1128437069,2485575.2261427776,2695552.799739762
2026-08-31,8008247.70955349,3701686.352768551,5219527.008071918,1905530.1588936523,7039486.541547979,5292276.865127977,1499733.9456591122,2878454.001940737,1439082.1134067622,4160336.546054855,5988646.532631818,2539099.272055035,655376.1970181168,2207328.1049427856,2235351.039387406,7976215.484415637,3405977.070051116,5811673.517476123,1964220.6624724541,7027807.910296786,5582438.399964039,1557536.0529841182,2817896.5878773197,1433325.92254949,4153434.4749853997,6296459.519061023,2507060.5037098196,654288.9164486306,2211876.1660061963,2228369.1594756274
2026-09-30,8256131.07086705,3724159.561130802,4907144.570421524,1764441.39741496,7207665.552261512,5081320.80875301,1405398.0216458293,2832626.912804688,1483626.753434809,4259730.341386553,5720889.047733258,2508149.872257876,671033.6629155468,2189008.561605031,2298631.5504764975,8379414.384005531,3462737.1043122504,5666730.392678229,1825210.3851561313,7323846.634157434,5504641.557146531,1476562.468963428,2815942.2381837154,1505780.7648057942,4328393.360787043,6158897.52231847,2514920.1777745,681850.1216400572,2234144.3661254984,2333972.5339631094
2026-10-31,7625221.0436807275,3661079.686524467,4993131.993421158,2000858.7130944384,6749132.123917796,5114725.797460404,1534018.9375264626,2828900.4537543003,1370252.221549427,3988737.085235417,5858838.944442116,2492051.3919956316,628344.2007367469,2144119.6718066693,2133945.893213404,7741715.0547283795,3358237.5081052985,5699641.99879982,2035893.0547503172,6853351.597477253,5482593.031915721,1586404.8553749043,2780522.181438886,1391186.1953346897,4050330.7941090562,6231521.895656112,2475008.0877581993,638047.0337251322,2171884.507912929,2166679.1309467633
2026-11-30,7507880.568468765,3796133.1809088853,7128801.23812593,2913652.6440041834,6879753.96012258,6682121.808659973,2163037.9402632536,3290445.7532173106,1349166.138153837,4065934.5904324446,7787841.012648083,2884096.927718472,640505.0936874122,2462862.130380284,2128987.4823026587,7764092.590564675,3579962.8604376097,7613166.960024823,2890016.593481292,7083948.638484079,6930616.357257241,2173300.175903076,3249509.74035407,1395207.4385244723,4186613.64534409,8018471.451420154,2872933.2028300427,659515.6182428678,2492364.312451465,2198004.561129987
2026-12-31,6773876.097194966,3602733.719854656,7527186.208700392,3340045.7731365296,6383902.38671458,6879742.12400382,2407635.035844508,3279201.6175495675,1217265.5346659354,3772886.3105483167,8169978.861212323,2876339.0068849265,594341.3122031273,2426731.598132747,1941862.9138152534,6871470.775302439,3337143.483798675,7390528.589023274,3279795.8602297455,6448948.1599375615,6668060.148371669,2356103.3933548573,3114438.157794199,1234803.2983218478,3811328.3625230985,7937549.838670006,2767429.5872390554,600397.0736901868,2356456.159303567,1966638.3011959163
2027-01-31,6321167.3909171345,3342692.348742459,6505572.872859003,3169154.9150013803,5970260.140190801,6045244.367854743,2240042.3752776408,2973914.0156132365,1135913.780147809,3528423.7428527633,7283576.9346622825,2628494.515283386,555831.2190517635,2201275.1392946076,1813631.3508383122,6433507.456179921,2998345.89645855,6157371.402284419,3109464.992966705,6047534.814074142,5649965.841828723,2171899.6693610917,2735307.0276253764,1156101.2898755316,3574093.0751178185,6873161.155187777,2470504.364670416,563025.4911903027,2089582.7334713524,1842435.5127654702
2027-02-28,5761754.390311483,3122226.354320935,5424443.163715208,2760680.950698613,5410091.640864991,5185854.21976292,1943987.7353657917,2663977.424045227,1035387.2639389735,3197364.159751209,6266963.85151114,2350280.9888091236,503679.5317645306,1956984.4025138887,1649345.7004683483,5922993.835346056,2740628.9437227193,5251690.353917932,2725575.2055641003,5533568.084182911,4898381.882146817,1898812.0853230404,2434404.184558062,1064361.9922116864,3270338.7377521005,5972165.931223983,2204372.652399597,515175.1886374291,1863100.3731063919,1692181.7930414442
2027-03-31,7099628.995137116,3101974.406902411,6469467.640189605,2937315.4354814477,6550908.69883006,5915384.793186151,2104912.798113308,2825874.9963359674,1275803.3304261398,3871587.041008566,7053983.981046743,2554052.5987099595,609889.5998610787,2196868.5591562176,2018601.1404659746,7564457.02230488,2959357.5919381278,6479871.503608488,2888050.2035956043,6919778.788181279,5860910.733404576,2073705.3503008962,2749099.5466319886,1359332.9269081869,4089589.2638151357,6979086.996151551,2525316.2726145955,644231.4051796771,2202668.274631369,2143625.50299144
2027-04-30,8124237.242828785,3313027.957976227,7942679.228021825,3332853.855398965,7489276.298461964,7047700.494380114,2419205.253538656,3190158.4216711596,1459925.4325363333,4426162.292391021,8329757.637278432,2895494.3383919755,697251.623386809,2523790.983605714,2309084.494682682,8612847.25413514,3311017.5556090022,7777104.292492027,3271368.6805812605,7874608.580789842,6929850.293002119,2375707.48924861,3159461.5679926723,1547728.6515680843,4653893.671246797,8187910.396481549,2895948.354160212,733126.0588715343,2541445.9462592513,2440218.8909846204
