,Papallacta_sigmoid,Mica_sigmoid,Orientales_sigmoid,Occidentales_sigmoid,Bellavista_sigmoid,Puengasi_sigmoid,El Placer_sigmoid,El Troje_sigmoid,Paluguillo_sigmoid,Norte_sigmoid,Centro_sigmoid,Sur_sigmoid,Parroquias Norte_sigmoid,Parroquias Sur_sigmoid,Parroquiales Orientales_sigmoid
2022-03-31,2208.1184145382304,56.922151884262306,474.9975882214716,483.9583882925137,1930.6999475705868,360.26154892030354,290.1877215471128,136.0897385284377,396.7988790925158,1141.0436690142192,565.7604477657425,258.276298728091,179.7481651188216,277.19265079082277,615.1296945803541
2022-04-30,1615.1908859760392,28.365145400821497,319.5129883132338,293.61769383306694,1397.2590043292569,238.03221677457546,177.8461437656755,84.13117272416734,290.2498022098932,825.7800715585992,362.1376663014587,173.28808236475714,130.0848133030552,193.5127915787066,448.1698284220932
2022-05-31,1617.3823045413415,16.196467273646903,357.5848595071696,273.4561356688153,1394.0456012071247,259.6548718049391,169.12504785934377,82.19181494728136,290.6436001260753,823.8809503133966,374.1252651962942,170.6356501786642,129.78564547238562,194.50870395931042,448.17040822603684
2022-06-30,1732.8297186825246,26.348597890340027,494.61509094956557,372.13839140112196,1513.2234766109725,360.867678941302,230.8492593602617,115.34341672075277,311.38950044725306,894.3150746770856,516.4279868584463,208.49367478270034,140.8811056724846,227.529832472004,482.49944895364104
2022-07-31,2325.3030062845905,51.19064316341393,761.0866834869912,514.3798123298828,2034.3393182167213,559.8988856948968,324.7104975459024,179.0807391976388,417.85695022933845,1202.2945370660989,773.1328376671675,297.74109225229716,189.39699052597783,321.15049687345527,647.9145434738109
2022-08-31,2770.86471870309,108.55685170103695,1093.7889735494443,663.2151029848644,2436.640935956439,819.8213050250762,427.68295422919,270.5386776393033,497.92438995094614,1440.0547931502076,1091.895876939038,398.04739069331947,226.851271137538,417.9489956831557,773.5497370005486
2022-09-30,3544.831371857939,147.23063715334544,1475.3112491091576,894.541714367312,3128.70085780656,1106.1318787015973,576.8902842424324,365.32916153052355,637.0061975228659,1849.062206963705,1473.094504337776,526.4485516401411,291.2820498617917,547.8428811293604,990.9814541261662
2022-10-31,3584.0282592771755,126.74245874969465,1393.2142423514529,933.5758592594412,3170.538370807321,1039.2487180893002,591.4634372013992,344.6362325426686,644.0498781921079,1873.7881771471507,1425.5898237087565,517.910221945366,295.17712232216303,538.7207966244824,1002.8002789282634
2022-11-30,3389.0152881176127,127.14768238460816,1170.0788481217326,976.2279953328608,3021.2462915678943,881.7792265117106,599.6284355128217,313.5282178638771,609.0060472747367,1785.5565583165935,1291.7692610141162,488.8033508623453,281.27802974496564,498.14709282792006,950.9973602042714
2022-12-31,2957.156272601791,102.93970468823197,932.8976957014852,839.2931292150347,2633.1367705161683,703.7165839954496,510.5148133046996,254.98493099232752,531.4009821865384,1556.183831375049,1057.788096724153,412.5830698646155,245.14503333505374,421.8114915850505,829.4422964050328
2023-01-31,3167.7430411726536,132.97588995512473,1115.580363293973,905.0237270341086,2822.130915625464,845.8025749627341,558.5031582291242,303.33543875126566,569.2434244987214,1667.87937113464,1225.0619249632477,463.12840959690516,262.74038824472234,471.0058178226658,888.685201453279
2023-02-28,3207.289864080993,162.10541627685683,1169.9224335553065,930.2721371581374,2860.8295856437976,896.8228972628584,576.6129174184777,328.7278172518827,576.3499885753536,1690.7502851154754,1285.8647335048886,484.5999737215261,266.34323442343873,488.4961679292805,900.1919216317323
2023-03-31,3580.471048493478,176.16665708885682,1103.4850916861537,943.1664690983523,3170.0050802307205,855.9804631242881,579.706525647001,326.8089262982089,643.4106474142721,1873.473002416372,1251.976280561521,504.77403085826154,295.12747296948544,515.5286183119453,1002.1157301318975
2023-04-30,2913.8813649380713,144.49465971111132,901.3570929462292,628.5695295475143,2545.2908592053445,699.4472211512891,398.21572403860415,257.51633252326064,523.6244812793738,1504.2668977903254,959.5864634309303,393.02434253019175,236.966578992014,413.35521641957405,811.4409916186759
2023-05-31,2865.429267876274,112.20797095855063,791.1509832922965,636.8934571913663,2507.6334808438555,607.590325106526,394.17846866377494,224.19520757441376,514.9176394373712,1482.011387178686,874.1281993620912,368.4145006686342,233.46067706656152,389.43836662564075,798.503091113607
2023-06-30,2914.2900442344,109.04146060745259,779.1328447584864,545.241772740941,2524.918987793896,597.7268279951737,344.59410298235923,214.38900144512078,523.697920948917,1492.2271217861808,823.6404916875676,356.53562116829664,235.06995776361566,386.87408436707267,809.0901374347553
2023-07-31,3595.4800236901315,78.44885142805659,1015.8652248746403,674.4882932260442,3115.5444122902472,751.716358467995,427.39777109147286,243.52106384376881,646.1077602571276,1841.286747663512,1030.8112212576732,426.6690979592723,290.0571847842191,471.3663429112053,998.2611412631545
2023-08-31,4172.133345207174,127.44265281250817,1479.904417043926,897.7657675892159,3643.8269229812404,1100.7988606357549,578.1076366522659,355.85118309844347,749.7323621337216,2153.5017114819484,1469.3531706982153,555.4735971722159,339.2402865295605,596.4916072004997,1161.7659574278211
2023-09-30,4675.9309227156,141.78574673285345,1657.7571551322847,1021.0364785021368,4087.523328442256,1232.6695513096433,655.7122972600718,399.1618750180292,840.2647868119874,2415.726287109372,1652.3931629871017,624.0764956463279,380.5484218779766,668.9168738827044,1302.4918170969922
